customer_id,lead_date,product_searched,gender,nationality,province,dob,booking_date,product_booked,Booking_Price,Discount,HasUpgraded,Converted,FinalPrice
11562,15/07/2017,Economy,Male,U.A.E.,Abu Dhabi,23/03/1940,15/07/2017,Economy,4000.0,180.0,Converted,False,3820.0
11563,15/07/2017,Premium_Economy,Male,U.A.E.,Dubai,30/03/1989,15/07/2017,Premium_Economy,5000.0,500.0,Converted,False,4500.0
11564,15/07/2017,Economy,Male,India,Dubai,18/11/1976,,,,,Converted,False,
11565,15/07/2017,Premium_Economy,Male,India,Dubai,22/02/1970,,,,,Converted,False,
11566,15/07/2017,Economy,Male,U.A.E.,,22/05/1984,,,,,Converted,False,
11567,15/07/2017,Business,Female,U.A.E.,Ras Al Khaimah,24/05/1979,15/07/2017,Business,8000.0,710.0,Converted,False,7290.0
11568,15/07/2017,Economy,Male,Bangladesh,Sharjah,20/03/1979,,,,,Converted,False,
11569,15/07/2017,Economy,Male,U.A.E.,Sharjah,,,,,,Converted,False,
11570,15/07/2017,Business,Male,U.A.E.,Sharjah,29/10/1988,,,,,Converted,False,
11571,15/07/2017,Business,Male,U.A.E.,Fujairah,06/12/1986,,,,,Converted,False,
11572,15/07/2017,Business,Male,Czech Republic,Dubai,20/06/1970,,,,,Converted,False,
11573,15/07/2017,Economy,Male,Egypt,Abu Dhabi,19/09/1986,,,,,Converted,False,
11574,15/07/2017,Business,Male,U.A.E.,Ras Al Khaimah,05/06/1995,,,,,Converted,False,
11575,15/07/2017,Business,Male,United Kingdom,Dubai,05/01/1969,,,,,Converted,False,
11576,15/07/2017,Economy,Male,India,Dubai,15/09/1974,15/07/2017,Economy,4000.0,330.0,Converted,False,3670.0
11577,15/07/2017,Economy,Male,India,Dubai,16/08/1975,,,,,Converted,False,
11578,15/07/2017,Premium_Economy,Male,Sudan,Dubai,28/03/1962,,,,,Converted,False,
11579,15/07/2017,Business,Male,Pakistan,Al-Ain,14/01/1961,15/07/2017,Business,8000.0,110.0,Converted,False,7890.0
11580,15/07/2017,Business,Male,Jordan,Dubai,01/05/1973,,,,,Converted,False,
11581,15/07/2017,Business,Female,U.A.E.,Ras Al Khaimah,27/09/1970,15/07/2017,Business,8000.0,520.0,Converted,False,7480.0
11582,15/07/2017,Business,Male,U.A.E.,Dubai,05/10/1960,15/07/2017,Business,8000.0,200.0,Converted,False,7800.0
11583,15/07/2017,Premium_Economy,Male,Egypt,Dubai,14/07/1978,,,,,Converted,False,
11584,15/07/2017,Business,Male,India,Abu Dhabi,27/02/1980,,,,,Converted,False,
11585,15/07/2017,Business,Male,U.A.E.,Abu Dhabi,23/03/1949,,,,,Converted,False,
11586,15/07/2017,Business,Male,U.A.E.,Dubai,18/03/1989,,,,,Converted,False,
11587,15/07/2017,Business,Female,India,Dubai,02/12/1978,15/07/2017,Business,8000.0,350.0,Converted,False,7650.0
11588,15/07/2017,Economy,Male,India,Dubai,27/11/1982,,,,,Converted,False,
11589,15/07/2017,Premium_Economy,Male,India,Sharjah,,,,,,Converted,False,
11590,15/07/2017,Economy,Male,Yemen,Abu Dhabi,24/11/1983,,,,,Converted,False,
11591,15/07/2017,Economy,Female,India,Dubai,17/07/1988,15/07/2017,Economy,4000.0,390.0,Converted,False,3610.0
11592,15/07/2017,Business,Male,India,Dubai,01/10/1970,,,,,Converted,False,
11593,15/07/2017,Premium_Economy,Male,Philippines,Dubai,06/12/1980,,,,,Converted,False,
11594,15/07/2017,Business,Male,U.A.E.,Dubai,01/01/2000,,,,,Converted,False,
11595,15/07/2017,Business,Female,U.A.E.,Sharjah,30/12/1976,,,,,Converted,False,
11596,15/07/2017,Business,Male,U.A.E.,Abu Dhabi,02/01/1988,,,,,Converted,False,
11597,15/07/2017,Business,Female,India,Dubai,14/02/1966,,,,,Converted,False,
11598,15/07/2017,Business,Male,India,Dubai,17/02/1986,,,,,Converted,False,
11599,15/07/2017,Economy,Male,Pakistan,,19/11/1983,,,,,Converted,False,
11600,15/07/2017,Premium_Economy,Male,Syria,Abu Dhabi,21/08/1969,,,,,Converted,False,
11601,15/07/2017,Premium_Economy,Female,U.A.E.,Fujairah,25/04/1983,,,,,Converted,False,
11602,15/07/2017,Premium_Economy,Male,Sri Lanka,Sharjah,23/04/1987,,,,,Converted,False,
11603,15/07/2017,Business,Male,U.A.E.,Dubai,20/12/1979,,,,,Converted,False,
11604,15/07/2017,Premium_Economy,Female,Russian Fed.,Ajman,,,,,,Converted,False,
11605,15/07/2017,Business,Male,Pakistan,Dubai,23/09/1980,,,,,Converted,False,
11606,15/07/2017,Premium_Economy,Male,India,Dubai,,,,,,Converted,False,
11607,16/07/2017,Business,Male,U.A.E.,Sharjah,14/05/1975,,,,,Converted,False,
11608,16/07/2017,Business,Male,Syria,Ras Al Khaimah,29/09/1977,,,,,Converted,False,
11609,16/07/2017,Premium_Economy,Male,Egypt,Khorfakan,12/04/1984,16/07/2017,Premium_Economy,5000.0,390.0,Converted,False,4610.0
11610,16/07/2017,Economy,Male,India,Dubai,25/11/1985,,,,,Converted,False,
11611,16/07/2017,Economy,Male,Not Known,Abu Dhabi,,,,,,Converted,False,
11612,16/07/2017,Economy,Male,India,Dubai,10/09/1979,,,,,Converted,False,
11613,16/07/2017,Business,Male,India,Abu Dhabi,16/03/1970,,,,,Converted,False,
11614,16/07/2017,Economy,Male,India,Dubai,,,,,,Converted,False,
11615,16/07/2017,Business,Female,Comoro,Al-Ain,31/12/1978,,,,,Converted,False,
11616,16/07/2017,Economy,Male,Pakistan,Dubai,23/01/1981,,,,,Converted,False,
11617,16/07/2017,Business,Female,U.A.E.,Fujairah,11/01/1982,16/07/2017,Business,8000.0,330.0,Converted,False,7670.0
11618,16/07/2017,Premium_Economy,Male,India,Dubai,12/01/1992,,,,,Converted,False,
11619,16/07/2017,Economy,Male,U.A.E.,Sharjah,19/01/1975,,,,,Converted,False,
11620,16/07/2017,Premium_Economy,Male,Italy,Abu Dhabi,29/01/1961,,,,,Converted,False,
11621,16/07/2017,Business,Male,U.A.E.,Abu Dhabi,,,,,,Converted,False,
11622,16/07/2017,Premium_Economy,Female,Egypt,Dubai,14/02/1990,16/07/2017,Premium_Economy,5000.0,150.0,Converted,False,4850.0
11623,16/07/2017,Business,Male,U.A.E.,Ajman,25/02/1980,,,,,Converted,False,
11624,16/07/2017,Premium_Economy,Female,U.A.E.,Abu Dhabi,27/07/1967,,,,,Converted,False,
11625,16/07/2017,Business,Male,U.A.E.,Sharjah,05/05/1980,16/07/2017,Business,8000.0,110.0,Converted,False,7890.0
11626,16/07/2017,Premium_Economy,Male,U.A.E.,Dubai,07/05/1980,,,,,Converted,False,
11627,16/07/2017,Business,Male,U.A.E.,Fujairah,13/01/1983,,,,,Converted,False,
11628,16/07/2017,Business,Male,Angola,Sharjah,,,,,,Converted,False,
11629,16/07/2017,Premium_Economy,Female,Kenya,Dubai,03/03/1986,,,,,Converted,False,
11630,16/07/2017,Business,Male,U.A.E.,Al-Ain,26/06/1951,,,,,Converted,False,
11631,16/07/2017,Business,Male,Syria,Dubai,27/05/1982,,,,,Converted,False,
11632,16/07/2017,Economy,Male,Egypt,Abu Dhabi,28/04/1981,16/07/2017,Economy,4000.0,400.0,Converted,False,3600.0
11633,16/07/2017,Premium_Economy,Female,U.A.E.,Sharjah,22/06/1980,,,,,Converted,False,
11634,16/07/2017,Business,Male,U.A.E.,Dubai,18/02/1960,,,,,Converted,False,
11635,16/07/2017,Economy,Male,Not Known,Al-Ain,,,,,,Converted,False,
11636,16/07/2017,Premium_Economy,Male,U.A.E.,Fujairah,15/06/1996,16/07/2017,Premium_Economy,5000.0,0.0,Converted,False,5000.0
11637,16/07/2017,Premium_Economy,Male,U.A.E.,Abu Dhabi,29/03/1988,,,,,Converted,False,
11638,16/07/2017,Economy,Male,Egypt,,27/05/1979,,,,,Converted,False,
11639,16/07/2017,Economy,Male,Egypt,Dubai,18/01/1976,,,,,Converted,False,
11640,16/07/2017,Business,Male,Pakistan,Dubai,30/12/1979,,,,,Converted,False,
11641,16/07/2017,Business,Male,U.A.E.,Al-Ain,24/06/1985,,,,,Converted,False,
11642,16/07/2017,Business,Female,U.A.E.,Sharjah,11/05/1989,16/07/2017,Business,8000.0,140.0,Converted,False,7860.0
11643,16/07/2017,Business,Male,U.A.E.,Ras Al Khaimah,20/01/1978,16/07/2017,Business,8000.0,300.0,Converted,False,7700.0
11644,16/07/2017,Economy,Male,Egypt,,20/10/1979,,,,,Converted,False,
11645,16/07/2017,Premium_Economy,Male,U.A.E.,Abu Dhabi,,,,,,Converted,False,
11646,16/07/2017,Economy,Male,Egypt,Dubai,03/07/1977,16/07/2017,Economy,4000.0,200.0,Converted,False,3800.0
11647,16/07/2017,Economy,Male,U.A.E.,Dubai,15/04/1978,,,,,Converted,False,
11648,16/07/2017,Business,Male,India,Dubai,02/03/1971,,,,,Converted,False,
11649,16/07/2017,Business,Male,U.A.E.,Dubai,13/11/1958,,,,,Converted,False,
11650,16/07/2017,Premium_Economy,Male,Dominica,Dubai,07/01/1972,,,,,Converted,False,
11651,17/07/2017,Business,Male,Pakistan,Dubai,23/06/1984,,,,,Converted,False,
11652,17/07/2017,Business,Male,Egypt,Dubai,17/04/1979,,,,,Converted,False,
11653,17/07/2017,Business,Female,U.A.E.,Dubai,27/12/1980,,,,,Converted,False,
11654,17/07/2017,Business,Male,U.A.E.,Ajman,15/12/1968,,,,,Converted,False,
11655,17/07/2017,Premium_Economy,Male,India,Abu Dhabi,02/01/1980,,,,,Converted,False,
11656,17/07/2017,Premium_Economy,Male,India,Dubai,,,,,,Converted,False,
11657,17/07/2017,Premium_Economy,Male,U.A.E.,Dubai,15/12/1962,,,,,Converted,False,
11658,17/07/2017,Economy,Male,U.A.E.,Dubai,03/01/1977,17/07/2017,Economy,4000.0,170.0,Converted,False,3830.0
11659,17/07/2017,Economy,Male,India,Abu Dhabi,22/07/1979,,,,,Converted,False,
11660,17/07/2017,Business,Male,U.A.E.,Ras Al Khaimah,07/08/1977,,,,,Converted,False,
11661,17/07/2017,Economy,Female,Philippines,Ajman,19/09/1988,17/07/2017,Economy,4000.0,270.0,Converted,False,3730.0
11662,17/07/2017,Premium_Economy,Male,Egypt,Fujairah,13/04/1990,,,,,Converted,False,
11663,17/07/2017,Economy,Female,U.A.E.,Abu Dhabi,09/09/1954,,,,,Converted,False,
11664,17/07/2017,Business,Male,U.A.E.,Sharjah,17/11/1982,,,,,Converted,False,
11665,17/07/2017,Business,Male,U.A.E.,Khorfakan,16/12/1978,,,,,Converted,False,
11666,17/07/2017,Business,Male,U.A.E.,Abu Dhabi,11/02/1978,,,,,Converted,False,
11667,17/07/2017,Economy,Male,India,Dubai,01/01/1988,,,,,Converted,False,
11668,17/07/2017,Premium_Economy,Male,Egypt,Abu Dhabi,30/10/1961,17/07/2017,Premium_Economy,5000.0,100.0,Converted,False,4900.0
11669,17/07/2017,Premium_Economy,Male,Egypt,Dubai,,,,,,Converted,False,
11670,17/07/2017,Business,Male,U.A.E.,Al-Ain,17/03/1989,17/07/2017,Business,8000.0,250.0,Converted,False,7750.0
11671,17/07/2017,Premium_Economy,Male,U.A.E.,Ras Al Khaimah,20/04/1954,,,,,Converted,False,
11672,17/07/2017,Economy,Male,Egypt,Dubai,12/02/1978,,,,,Converted,False,
11673,17/07/2017,Business,Female,U.A.E.,Dubai,19/07/1973,17/07/2017,Business,8000.0,780.0,Converted,False,7220.0
11674,17/07/2017,Premium_Economy,Male,Palestinian,Sharjah,12/02/1983,,,,,Converted,False,
11675,17/07/2017,Economy,Male,U.A.E.,Abu Dhabi,07/06/1975,,,,,Converted,False,
11676,17/07/2017,Economy,Male,China,Dubai,,,,,,Converted,False,
11677,17/07/2017,Business,Female,U.A.E.,Dubai,12/04/1958,17/07/2017,Business,8000.0,740.0,Converted,False,7260.0
11678,17/07/2017,Economy,Female,Algeria,Dubai,,,,,,Converted,False,
11679,17/07/2017,Business,Male,Syria,Khorfakan,13/01/1979,,,,,Converted,False,
11680,17/07/2017,Premium_Economy,Male,United Kingdom,Dubai,20/12/1989,17/07/2017,Premium_Economy,5000.0,130.0,Converted,False,4870.0
11681,17/07/2017,Business,Male,U.A.E.,Al-Ain,01/10/1986,,,,,Converted,False,
11682,17/07/2017,Premium_Economy,Female,Egypt,Abu Dhabi,17/12/1962,,,,,Converted,False,
11683,17/07/2017,Business,Male,U.A.E.,Al-Ain,23/06/1971,,,,,Converted,False,
11684,17/07/2017,Business,Male,Syria,Abu Dhabi,28/08/1970,,,,,Converted,False,
11685,17/07/2017,Economy,Male,Egypt,Abu Dhabi,13/10/1983,17/07/2017,Economy,4000.0,160.0,Converted,False,3840.0
11686,17/07/2017,Business,Male,U.A.E.,Dubai,,,,,,Converted,False,
11687,17/07/2017,Premium_Economy,Male,Egypt,Dubai,29/09/1981,,,,,Converted,False,
11688,17/07/2017,Business,Male,United Kingdom,Ajman,11/10/1980,17/07/2017,Business,8000.0,690.0,Converted,False,7310.0
11689,17/07/2017,Economy,Male,U.A.E.,Abu Dhabi,,,,,,Converted,False,
11690,17/07/2017,Business,Male,U.A.E.,Al-Ain,23/01/1955,17/07/2017,Business,8000.0,590.0,Converted,False,7410.0
11691,17/07/2017,Economy,Female,Philippines,Dubai,10/10/1985,,,,,Converted,False,
11692,17/07/2017,Business,Male,U.A.E.,Fujairah,19/08/1981,,,,,Converted,False,
11693,18/07/2017,Business,Male,U.A.E.,Ras Al Khaimah,20/03/1986,,,,,Converted,False,
11694,18/07/2017,Business,Male,U.A.E.,Umm Al Quwain,08/07/1980,,,,,Converted,False,
11695,18/07/2017,Premium_Economy,Male,Lebanon,Dubai,11/09/1989,18/07/2017,Premium_Economy,5000.0,100.0,Converted,False,4900.0
11696,18/07/2017,Premium_Economy,Female,Iraq,Abu Dhabi,12/06/1963,,,,,Converted,False,
11697,18/07/2017,Premium_Economy,Male,Philippines,Abu Dhabi,27/02/1984,,,,,Converted,False,
11698,18/07/2017,Economy,Male,Egypt,Dubai,10/02/1979,,,,,Converted,False,
11699,18/07/2017,Premium_Economy,Male,U.A.E.,Ras Al Khaimah,16/08/1969,18/07/2017,Premium_Economy,5000.0,600.0,Converted,False,4400.0
11700,18/07/2017,Business,Male,U.A.E.,Abu Dhabi,30/04/1981,,,,,Converted,False,
11701,18/07/2017,Business,Female,U.A.E.,Abu Dhabi,01/10/1978,18/07/2017,Business,8000.0,150.0,Converted,False,7850.0
11702,18/07/2017,Economy,Male,India,Abu Dhabi,05/07/1991,,,,,Converted,False,
11703,18/07/2017,Business,Male,India,Dubai,01/12/1971,18/07/2017,Business,8000.0,790.0,Converted,False,7210.0
11704,18/07/2017,Premium_Economy,Female,U.A.E.,Abu Dhabi,03/04/1961,,,,,Converted,False,
11705,18/07/2017,Economy,Male,Sri Lanka,Dubai,23/11/1961,,,,,Converted,False,
11706,18/07/2017,Premium_Economy,Female,Albanian,Dubai,15/08/1980,,,,,Converted,False,
11707,18/07/2017,Business,Male,Syria,Abu Dhabi,26/01/1965,,,,,Converted,False,
11708,18/07/2017,Economy,Male,India,Dubai,02/10/1982,,,,,Converted,False,
11709,18/07/2017,Business,Male,Iran,Dubai,09/12/1995,,,,,Converted,False,
11710,18/07/2017,Economy,Male,India,Dubai,23/11/1985,,,,,Converted,False,
11711,18/07/2017,Economy,Male,Egypt,Ajman,09/08/1973,18/07/2017,Economy,4000.0,150.0,Converted,False,3850.0
11712,18/07/2017,Economy,Male,Egypt,Dubai,28/07/1968,18/07/2017,Economy,4000.0,400.0,Converted,False,3600.0
11713,18/07/2017,Economy,Male,Egypt,Sharjah,16/10/1989,18/07/2017,Economy,4000.0,140.0,Converted,False,3860.0
11714,18/07/2017,Business,Male,U.A.E.,Abu Dhabi,09/07/1993,,,,,Converted,False,
11715,18/07/2017,Business,Male,Jordan,Dubai,25/06/1956,,,,,Converted,False,
11716,18/07/2017,Business,Male,Iran,Abu Dhabi,20/10/1975,,,,,Converted,False,
11717,18/07/2017,Business,Male,U.A.E.,Al-Ain,09/03/1985,,,,,Converted,False,
11718,18/07/2017,Economy,Male,India,Dubai,11/08/1977,,,,,Converted,False,
11719,18/07/2017,Premium_Economy,Male,U.A.E.,Abu Dhabi,17/01/1967,,,,,Converted,False,
11720,18/07/2017,Business,Male,U.A.E.,Khorfakan,12/04/1981,18/07/2017,Business,8000.0,520.0,Converted,False,7480.0
11721,18/07/2017,Business,Male,India,Dubai,10/03/1970,18/07/2017,Business,8000.0,770.0,Converted,False,7230.0
11722,18/07/2017,Business,Male,India,Dubai,10/08/1994,,,,,Converted,False,
11723,18/07/2017,Economy,Male,U.A.E.,Sharjah,05/03/1986,,,,,Converted,False,
11724,18/07/2017,Economy,Male,U.A.E.,Dubai,14/01/1980,,,,,Converted,False,
11725,18/07/2017,Business,Female,India,Dubai,17/08/1976,,,,,Converted,False,
11726,18/07/2017,Business,Male,Pakistan,Dubai,14/11/1978,18/07/2017,Business,8000.0,790.0,Converted,False,7210.0
11727,18/07/2017,Business,Male,U.A.E.,Abu Dhabi,03/02/1980,,,,,Converted,False,
11728,18/07/2017,Premium_Economy,Male,India,Dubai,,,,,,Converted,False,
11729,18/07/2017,Business,Male,Iraq,Dubai,12/12/1974,,,,,Converted,False,
11730,18/07/2017,Business,Male,U.A.E.,Dubai,20/06/1970,,,,,Converted,False,
11731,18/07/2017,Business,Male,Somalia,Sharjah,02/11/1984,18/07/2017,Business,8000.0,190.0,Converted,False,7810.0
11732,18/07/2017,Economy,Male,India,Dubai,22/10/1990,,,,,Converted,False,
11733,18/07/2017,Business,Male,U.A.E.,Abu Dhabi,15/08/1979,18/07/2017,Business,8000.0,510.0,Converted,False,7490.0
11734,18/07/2017,Business,Male,U.A.E.,Dubai,04/07/1988,,,,,Converted,False,
11735,18/07/2017,Business,Female,U.A.E.,Fujairah,08/09/1967,,,,,Converted,False,
11736,18/07/2017,Premium_Economy,Male,Egypt,Sharjah,03/12/1965,,,,,Converted,False,
11737,18/07/2017,Business,Male,U.A.E.,,17/08/1997,18/07/2017,Business,8000.0,480.0,Converted,False,7520.0
11738,18/07/2017,Premium_Economy,Female,U.A.E.,Ajman,14/05/1967,,,,,Converted,False,
11739,18/07/2017,Premium_Economy,Male,Tanzania,Dubai,18/06/1985,,,,,Converted,False,
11740,18/07/2017,Premium_Economy,Male,United Kingdom,Dubai,26/10/1985,,,,,Converted,False,
11741,18/07/2017,Economy,Female,U.A.E.,Khorfakan,,,,,,Converted,False,
11742,18/07/2017,Business,Male,Pakistan,Dubai,09/04/1971,,,,,Converted,False,
11743,19/07/2017,Economy,Male,India,Abu Dhabi,28/02/1980,,,,,Converted,False,
11744,19/07/2017,Business,Male,U.A.E.,Fujairah,09/08/1954,19/07/2017,Business,8000.0,130.0,Converted,False,7870.0
11745,19/07/2017,Economy,Male,Not Known,Dubai,,,,,,Converted,False,
11746,19/07/2017,Premium_Economy,Male,Syria,Sharjah,,,,,,Converted,False,
11747,19/07/2017,Business,Male,U.A.E.,Fujairah,11/08/1976,,,,,Converted,False,
11748,19/07/2017,Business,Male,Yemen,Dubai,25/12/1963,19/07/2017,Business,8000.0,780.0,Converted,False,7220.0
11749,19/07/2017,Economy,Male,India,,02/04/1980,,,,,Converted,False,
11750,19/07/2017,Economy,Male,India,Abu Dhabi,,,,,,Converted,False,
11751,19/07/2017,Economy,Male,Egypt,Ajman,01/02/1986,19/07/2017,Economy,4000.0,220.0,Converted,False,3780.0
11752,19/07/2017,Economy,Male,India,Dubai,,,,,,Converted,False,
11753,19/07/2017,Business,Male,U.A.E.,Fujairah,23/02/1995,19/07/2017,Business,8000.0,300.0,Converted,False,7700.0
11754,19/07/2017,Business,Male,U.A.E.,Abu Dhabi,19/12/1984,,,,,Converted,False,
11755,19/07/2017,Business,Male,U.A.E.,Khorfakan,29/04/1985,,,,,Converted,False,
11756,19/07/2017,Economy,Male,Sudan,Sharjah,,,,,,Converted,False,
11757,19/07/2017,Economy,Male,India,Dubai,26/10/1982,,,,,Converted,False,
11758,19/07/2017,Premium_Economy,Female,Egypt,Ajman,25/07/1990,,,,,Converted,False,
11759,19/07/2017,Business,Male,U.A.E.,Abu Dhabi,31/05/1987,,,,,Converted,False,
11760,19/07/2017,Business,Male,India,Dubai,15/04/1976,,,,,Converted,False,
11761,19/07/2017,Premium_Economy,Male,Iraq,Abu Dhabi,08/04/1987,,,,,Converted,False,
11762,19/07/2017,Business,Female,U.A.E.,Abu Dhabi,06/02/1990,19/07/2017,Business,8000.0,680.0,Converted,False,7320.0
11763,19/07/2017,Business,Male,U.A.E.,Sharjah,23/06/1953,,,,,Converted,False,
11764,19/07/2017,Premium_Economy,Male,Syria,Dubai,09/09/1959,19/07/2017,Premium_Economy,5000.0,430.0,Converted,False,4570.0
11765,19/07/2017,Business,Male,U.A.E.,Al-Ain,14/12/1987,,,,,Converted,False,
11766,19/07/2017,Business,Male,U.A.E.,Dubai,04/08/1981,,,,,Converted,False,
11767,19/07/2017,Business,Male,U.A.E.,Abu Dhabi,22/05/1987,,,,,Converted,False,
11768,19/07/2017,Economy,Female,India,Dubai,18/07/1985,19/07/2017,Economy,4000.0,370.0,Converted,False,3630.0
11769,19/07/2017,Business,Male,U.A.E.,Ras Al Khaimah,09/09/1973,,,,,Converted,False,
11770,19/07/2017,Economy,Male,U.A.E.,Dubai,21/04/1962,,,,,Converted,False,
11771,19/07/2017,Economy,Male,Morocco,Abu Dhabi,19/11/1994,19/07/2017,Economy,4000.0,260.0,Converted,False,3740.0
11772,19/07/2017,Business,,,,,,,,,Converted,False,
11773,19/07/2017,Business,Male,U.A.E.,Sharjah,02/03/1983,,,,,Converted,False,
11774,19/07/2017,Premium_Economy,Female,Egypt,Umm Al Quwain,04/11/1982,,,,,Converted,False,
11775,19/07/2017,Economy,Male,India,Dubai,23/09/1979,,,,,Converted,False,
11776,19/07/2017,Business,Male,Sudan,Dubai,05/11/1969,,,,,Converted,False,
11777,19/07/2017,Premium_Economy,Male,India,Abu Dhabi,21/02/1975,,,,,Converted,False,
11778,19/07/2017,Premium_Economy,Male,U.A.E.,Dubai,15/04/1985,,,,,Converted,False,
11779,19/07/2017,Premium_Economy,Male,Egypt,Dubai,,,,,,Converted,False,
11780,19/07/2017,Business,Male,U.A.E.,Fujairah,22/12/1939,19/07/2017,Business,8000.0,400.0,Converted,False,7600.0
11781,19/07/2017,Business,,,,,,,,,Converted,False,
11782,19/07/2017,Business,Male,Italy,Dubai,05/03/1980,,,,,Converted,False,
11783,20/07/2017,Economy,Male,Egypt,Abu Dhabi,10/07/1989,,,,,Converted,False,
11784,20/07/2017,Business,Male,U.A.E.,Sharjah,22/09/1979,,,,,Converted,False,
11785,20/07/2017,Business,Male,U.A.E.,Ajman,30/09/1981,20/07/2017,Business,8000.0,720.0,Converted,False,7280.0
11786,20/07/2017,Economy,Male,Pakistan,Dubai,12/05/1984,,,,,Converted,False,
11787,20/07/2017,Economy,Male,India,Dubai,12/10/1977,,,,,Converted,False,
11788,20/07/2017,Economy,Male,India,Dubai,10/11/1987,20/07/2017,Economy,4000.0,100.0,Converted,False,3900.0
11789,20/07/2017,Business,Male,U.A.E.,Dubai,25/09/2009,,,,,Converted,False,
11790,20/07/2017,Economy,Male,Nepal,Ajman,07/01/1984,,,,,Converted,False,
11791,20/07/2017,Economy,Male,Egypt,Abu Dhabi,01/09/1977,,,,,Converted,False,
11792,20/07/2017,Business,Female,Oman,Abu Dhabi,30/11/1986,,,,,Converted,False,
11793,20/07/2017,Business,Male,Not Known,Al-Ain,,,,,,Converted,False,
11794,20/07/2017,Business,Female,Bharain,Dubai,10/12/1983,,,,,Converted,False,
11795,20/07/2017,Business,Male,United Kingdom,Abu Dhabi,16/08/1959,20/07/2017,Business,8000.0,440.0,Converted,False,7560.0
11796,20/07/2017,Business,Male,Iraq,Dubai,23/01/1992,,,,,Converted,False,
11797,20/07/2017,Economy,Male,Egypt,Dubai,21/04/1979,,,,,Converted,False,
11798,20/07/2017,Business,Female,Philippines,Sharjah,14/07/1979,,,,,Converted,False,
11799,20/07/2017,Premium_Economy,Male,U.A.E.,Abu Dhabi,26/11/1981,,,,,Converted,False,
11800,20/07/2017,Economy,Male,India,Al-Ain,29/09/1977,,,,,Converted,False,
11801,20/07/2017,Business,Male,U.A.E.,Al-Ain,,,,,,Converted,False,
11802,20/07/2017,Business,Male,U.A.E.,Abu Dhabi,08/10/1985,,,,,Converted,False,
11803,20/07/2017,Economy,Male,Philippines,Abu Dhabi,18/12/1977,20/07/2017,Economy,4000.0,130.0,Converted,False,3870.0
11804,20/07/2017,Business,Male,U.A.E.,Al-Ain,11/04/1990,,,,,Converted,False,
11805,20/07/2017,Economy,Male,U.A.E.,Dubai,14/04/1969,,,,,Converted,False,
11806,20/07/2017,Premium_Economy,Male,U.A.E.,Sharjah,28/11/1970,,,,,Converted,False,
11807,20/07/2017,Economy,Male,India,Abu Dhabi,27/08/1988,20/07/2017,Economy,4000.0,350.0,Converted,False,3650.0
11808,20/07/2017,Business,Male,U.A.E.,Abu Dhabi,21/09/1984,,,,,Converted,False,
11809,20/07/2017,Business,Male,India,Dubai,03/06/1983,,,,,Converted,False,
11810,20/07/2017,Economy,Male,Egypt,Abu Dhabi,10/08/1987,,,,,Converted,False,
11811,20/07/2017,Premium_Economy,Male,U.A.E.,Abu Dhabi,27/09/1966,,,,,Converted,False,
11812,20/07/2017,Premium_Economy,Male,Philippines,Dubai,01/11/1962,,,,,Converted,False,
11813,20/07/2017,Business,Male,U.A.E.,Ajman,15/12/1964,,,,,Converted,False,
11814,20/07/2017,Premium_Economy,Male,U.A.E.,Abu Dhabi,,,,,,Converted,False,
11815,20/07/2017,Economy,Male,India,Dubai,,,,,,Converted,False,
11816,20/07/2017,Economy,Male,U.A.E.,Ras Al Khaimah,14/04/1982,20/07/2017,Economy,4000.0,350.0,Converted,False,3650.0
11817,20/07/2017,Economy,Male,Jordan,,20/05/1986,,,,,Converted,False,
11818,20/07/2017,Business,Male,Iraq,Dubai,23/09/1968,20/07/2017,Business,8000.0,700.0,Converted,False,7300.0
11819,21/07/2017,Business,Male,U.A.E.,Dubai,02/12/1970,,,,,Converted,False,
11820,21/07/2017,Premium_Economy,Female,India,Dubai,13/05/1969,,,,,Converted,False,
11821,21/07/2017,Economy,Male,India,Dubai,22/11/1969,,,,,Converted,False,
11822,21/07/2017,Business,Male,Egypt,Sharjah,27/04/1988,,,,,Converted,False,
11823,21/07/2017,Economy,Male,Pakistan,Dubai,07/09/1991,,,,,Converted,False,
11824,21/07/2017,Premium_Economy,Male,Yemen,Dubai,09/07/1992,,,,,Converted,False,
11825,22/07/2017,Business,Male,U.A.E.,Dubai,05/12/1965,,,,,Converted,False,
11826,22/07/2017,Economy,Male,Pakistan,Dubai,31/07/1974,22/07/2017,Economy,4000.0,310.0,Converted,False,3690.0
11827,22/07/2017,Premium_Economy,Female,Pakistan,Al-Ain,11/08/1975,,,,,Converted,False,
11828,22/07/2017,Premium_Economy,Male,U.A.E.,Dubai,21/09/1981,,,,,Converted,False,
11829,22/07/2017,Premium_Economy,Male,U.A.E.,Dubai,27/07/1971,,,,,Converted,False,
11830,22/07/2017,Economy,Male,Nepal,Abu Dhabi,31/03/1976,,,,,Converted,False,
11831,22/07/2017,Premium_Economy,Male,U.A.E.,Ajman,21/12/1987,,,,,Converted,False,
11832,22/07/2017,Business,Female,U.A.E.,Abu Dhabi,17/03/1972,,,,,Converted,False,
11833,22/07/2017,Premium_Economy,Male,Egypt,Dubai,18/01/1981,22/07/2017,Premium_Economy,5000.0,210.0,Converted,False,4790.0
11834,22/07/2017,Premium_Economy,Male,U.A.E.,Dubai,12/11/1979,,,,,Converted,False,
11835,22/07/2017,Premium_Economy,Male,India,Dubai,13/08/1957,,,,,Converted,False,
